publication_id,primary_source_id,companion_source_ids,title,publisher,publisher_domain,publication_date,publication_date_precision,publication_date_method,publication_year,source_type,relevance_basis,statistical_use,primary_url,all_urls,retrieval_methods,duplicate_group,source_record_count,max_token_count,tag_count,metric_count,ioc_count,threat_groups,campaigns,sectors,countries_or_regions,targets,kill_chain_phases,mitre_tactics,mitre_attack_ids,ttps,attack_vectors,ai_use_cases,ai_technologies,llm_providers,llm_models,malicious_ai_tools,malware_or_tools,data_types,infrastructure,actor_motivations,impacts,evidence_landscape,cves,manual_review_required,content_quality,analysis_inclusion,ai_relevance,ai_term_count,offense_term_count
pub-101,src-101,,"I, Chatbot | Recorded Future",Recorded Future,recordedfuture.com,2022-11-30,day,text,2022,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/i-chatbot,https://www.recordedfuture.com/research/i-chatbot,direct,,1,1717,33,0,0,,,Media,Russia|United States,Developers|Executives|Security researchers,Actions on Objectives|Delivery|Weaponization,Impact|Initial Access|Resource Development,,Malicious advertising|Malware generation,Malicious advertisement,Influence operations|Malware development|Translation and localization,,OpenAI,ChatGPT,,,,Email|Mobile|Social media,Espionage|Financial|Hacktivism|Influence / information operations,Espionage|Ransomware or extortion|Service disruption,Controlled study|Proof of concept|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,45,37
pub-102,src-102,,"I Have No Mouth, and I Must Do Crime | Recorded Future",Recorded Future,recordedfuture.com,2023-01-26,day,text,2023,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/i-have-no-mouth-and-i-must-do-crime,https://www.recordedfuture.com/research/i-have-no-mouth-and-i-must-do-crime,direct,,1,476,20,0,1,,,,,Employees,Actions on Objectives|Delivery,Initial Access,,Deepfake impersonation|Voice phishing / vishing,Vishing,Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Influence operations,Deepfake / synthetic media|Large language model|Speech or voice synthesis,,,,,,Browser|Messaging platform|Social media,Influence / information operations,,In-the-wild observed|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,8,10
pub-103,src-103,,SANS 2024 CTI Survey: Managing the Evolving Threat Landscape | SANS Institute,SANS Institute,sans.org,2026-05-26,day,text,2026,other,requires manual relevance review,do_not_aggregate,https://www.sans.org/white-papers/2024-cti-survey-managing-evolving-threat-landscape,https://www.sans.org/white-papers/2024-cti-survey-managing-evolving-threat-landscape,direct,,1,1395,6,27,0,,,Financial Services|Government,United States,Employees,,Collection,,,,,,,,,,,,,,Underground-market observation,,yes,usable_machine_extraction,context_only,background_ai_mention,12,1
pub-104,src-104,,"AkiraBot | AI-Powered Bot Bypasses CAPTCHAs, Spams Websites At Scale | SentinelOne",SentinelOne,sentinelone.com,2025-04-09,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.sentinelone.com/labs/akirabot-ai-powered-bot-bypasses-captchas-spams-websites-at-scale/,https://www.sentinelone.com/labs/akirabot-ai-powered-bot-bypasses-captchas-spams-websites-at-scale/,direct,,1,2809,33,6,64,Akira,,Financial Services|Telecommunications,Germany|Iran|Russia,Developers|Executives,Actions on Objectives|Command and Control|Delivery,Collection|Discovery|Execution|Impact,,CAPTCHA bypass|Malicious advertising,Credential theft|Malicious advertisement,CAPTCHA bypass,Large language model,OpenAI,GPT-4,,AkiraBot|BlackBasta ransomware,Credentials and passwords|Documents and files,Browser|Email|Messaging platform,Hacktivism,Ransomware or extortion,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,14,25
pub-105,src-105,,Predator AI | ChatGPT-Powered Infostealer Takes Aim at Cloud Platforms | SentinelOne,SentinelOne,sentinelone.com,2023-11-07,day,metadata,2023,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.sentinelone.com/labs/predator-ai-chatgpt-powered-infostealer-takes-aim-at-cloud-platforms/,https://www.sentinelone.com/labs/predator-ai-chatgpt-powered-infostealer-takes-aim-at-cloud-platforms/,direct,,1,2247,28,0,2,,,Telecommunications,Africa|India|Iran|Japan|Russia|United Kingdom|United States,Developers|Executives,Command and Control|Delivery,Command and Control|Discovery|Execution|Initial Access,,Command and control,,,,OpenAI,ChatGPT,Predator AI,,Credentials and passwords|Documents and files,Browser|Cloud|Email|Messaging platform|Mobile|Social media,,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,25,21
pub-106,src-106,,Prompts as Code & Embedded Keys | The Hunt for LLM-Enabled Malware | SentinelOne,SentinelOne,sentinelone.com,2025-09-19,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.sentinelone.com/labs/prompts-as-code-embedded-keys-the-hunt-for-llm-enabled-malware/,https://www.sentinelone.com/labs/prompts-as-code-embedded-keys-the-hunt-for-llm-enabled-malware/,direct,,1,3375,55,2,39,APT28 / Fancy Bear|APT28,,Education|Telecommunications,Iran|North Korea,Developers|Executives|Security researchers,Actions on Objectives|Delivery|Exploitation|Installation,Discovery|Execution|Exfiltration|Impact|Initial Access,,Data exfiltration|Malware generation|Obfuscation|Prompt injection,,Malware development|Obfuscation and evasion|Translation and localization|Vulnerability research,Large language model,Anthropic|DeepSeek|Google|Mistral AI|OpenAI|xAI,ChatGPT|DeepSeek|Gemini|GPT-4|Mistral / Mixtral,FraudGPT|WormGPT,LAMEHUG|PromptSteal|PromptSteal malware,Credentials and passwords|Documents and files|Personally identifiable information,Browser|Endpoint|Mobile,,Data theft or exfiltration|Ransomware or extortion,Controlled study|Forecast or prediction|In-the-wild observed|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,90,116
pub-107,src-107,,The Sophos Annual Threat Report: Cybercrime on Main Street 2025,Sophos,sophos.com,2025-04-16,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.sophos.com/en-us/blog/the-sophos-annual-threat-report-cybercrime-on-main-street-2025,https://www.sophos.com/en-us/blog/the-sophos-annual-threat-report-cybercrime-on-main-street-2025,jina_reader_proxy,,1,5362,73,13,0,Akira|RansomHub,,Cryptocurrency,,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence,,Business email compromise|Command and control|Credential theft|Data exfiltration|Defense evasion|Malicious advertising|MFA/session-token theft|Obfuscation|Phishing link or attachment|Voice phishing / vishing,Business email compromise|Credential theft|Malicious advertisement|Vishing,Obfuscation and evasion,Generative AI|Large language model,OpenAI,ChatGPT,,Cobalt Strike|DanaBot|Lumma|Mimikatz|RansomHub ransomware|SystemBC malware,Credentials and passwords|Documents and files|Session cookies or tokens,Browser|Email|Endpoint|Messaging platform|Social media,Financial|Hacktivism,Data theft or exfiltration|Ransomware or extortion,Incident response|Threat landscape report,CVE-2021-34473|CVE-2023-27532|CVE-2023-3519|CVE-2023-48788|CVE-2023-4966|CVE-2024-1709|CVE-2024-21762|CVE-2024-27198|CVE-2024-3400|CVE-2024-37085|CVE-2024-4071|CVE-2024-40711,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,18,214
pub-108,src-108,,Why Cybercriminals Are Not Necessarily Embracing AI,Sophos,sophos.com,,unknown,unknown,,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.sophos.com/en-us/blog/why-cybercriminals-are-not-necessarily-embracing-ai,https://www.sophos.com/en-us/blog/why-cybercriminals-are-not-necessarily-embracing-ai,jina_reader_proxy,,1,2645,12,0,0,,,Financial Services|Government,,Employees,Actions on Objectives|Delivery,Impact|Initial Access,,,,,,,,,,,Browser|Email|Endpoint,,Ransomware or extortion,Incident response,,yes,invalid_error_page,exclude,core_ai_attack,12,6
pub-109,src-109,,Cybersecurity as a Service Delivered | Sophos,Sophos,sophos.com,2023,year,url_year_only,2023,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.sophos.com/en-us/press/press-releases/2023/11/sophos-anticipates-ai-based-attack-techniques-and-prepares-detections,https://www.sophos.com/en-us/press/press-releases/2023/11/sophos-anticipates-ai-based-attack-techniques-and-prepares-detections,jina_reader_proxy,,1,848,2,1,2,,,,,,,,,,,,,,,,,Personally identifiable information,Browser,,,,,yes,invalid_error_page,exclude,core_ai_attack,2,2
pub-110,src-110,,ThreatDown State of Malware Report 2025: Autonomous AI and Ransomware,ThreatDown / Malwarebytes,threatdown.com,2025-02-04,day,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.threatdown.com/blog/threatdown-state-of-malware-report-2025/,https://www.threatdown.com/blog/threatdown-state-of-malware-report-2025/,direct,,1,1083,19,6,0,,,Healthcare,,Executives,Actions on Objectives|Delivery,Impact|Initial Access,,Malicious advertising,Malicious advertisement,,Agentic AI|Generative AI,OpenAI|xAI,Grok,,AMOS,,Browser|Email|Endpoint|Mobile,,Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,22,42
pub-111,src-111,,2025 APT Report: Staying Ahead of the Modern Threat Landscape,Trend Micro,trendmicro.com,2026-04-16,day,publisher_verified_override,2026,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.trendmicro.com/vinfo/de/security/news/cybercrime-and-digital-threats/2025-apt-report-staying-ahead-of-the-modern-threat-landscape,https://www.trendmicro.com/vinfo/de/security/news/cybercrime-and-digital-threats/2025-apt-report-staying-ahead-of-the-modern-threat-landscape,direct,,1,3665,30,1,0,,,Government,China|Germany|North Korea|Russia,Executives,Actions on Objectives|Delivery|Exploitation|Reconnaissance,Impact|Initial Access|Lateral Movement|Privilege Escalation|Reconnaissance,,Business email compromise|Prompt injection,Business email compromise,Reconnaissance and target research,Agentic AI|Generative AI|Large language model,,,,,Documents and files,Browser|Cloud|Email|Endpoint,,Ransomware or extortion,Controlled study|Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,44,28
pub-112,src-112,,Back to the Hype: An Update on How Cybercriminals Are Using GenAI,Trend Micro,trendmicro.com,2023-08,month,text_month,2023,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.trendaisecurity.com/en-gb/resources-insights/deep-research/back-to-the-hype-an-update-on-how-cybercriminals-are-using-genai,https://www.trendmicro.com/vinfo/gb/security/news/cybercrime-and-digital-threats/back-to-the-hype-an-update-on-how-cybercriminals-are-using-genai|https://www.trendaisecurity.com/en-gb/resources-insights/deep-research/back-to-the-hype-an-update-on-how-cybercriminals-are-using-genai,direct,,1,3342,30,5,0,,,Cryptocurrency|Education|Financial Services|Government,United Kingdom,Developers|Executives,Delivery|Exploitation,Initial Access,,Deepfake impersonation,,Deepfake video or image|Identity fraud and impersonation|Translation and localization,Deepfake / synthetic media|Generative AI|Large language model,Hugging Face|OpenAI,ChatGPT|GPT-4,FraudGPT|WormGPT,,Source code,Email|Endpoint|Messaging platform|Social media,,,Forecast or prediction|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,97,36
pub-113,src-113,,Hype vs. Reality: AI in the Cybercriminal Underground,Trend Micro,trendmicro.com,2023-04-17,day,text,2023,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.trendaisecurity.com/pl/resources-insights/deep-research/hype-vs-reality-ai-in-the-cybercriminal-underground,https://www.trendmicro.com/vinfo/pl/security/news/cybercrime-and-digital-threats/hype-vs-reality-ai-in-the-cybercriminal-underground|https://www.trendaisecurity.com/pl/resources-insights/deep-research/hype-vs-reality-ai-in-the-cybercriminal-underground,direct,,1,4623,30,11,0,,,,,Developers|Executives,Actions on Objectives|Delivery|Exploitation,Collection|Initial Access,,Deepfake impersonation|Malware generation|Phishing link or attachment,,Deepfake video or image|Malware development,Deepfake / synthetic media|Generative AI|Large language model,Google|Meta|OpenAI,ChatGPT|GPT-4|Llama,DarkBERT|Evil-GPT|FraudGPT|WormGPT,,,Email|Messaging platform,,Ransomware or extortion,Forecast or prediction|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,153,47
pub-114,src-114,,Emerging threats: The intersection of criminal and technological innovation in the use of automation and artificial intelligence in the cybercrime landscape of Southeast Asia,UNODC,unodc.org,2025-09,month,publisher_verified_override,2025,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.unodc.org/roseap/uploads/documents/Publications/2025/UNODC_Report_Emerging_threats_-_The_intersection_of_criminal_and_technological_innovation_in_the_use_of_automation_and_AI.pdf,https://www.unodc.org/roseap/uploads/documents/Publications/2025/UNODC_Report_Emerging_threats_-_The_intersection_of_criminal_and_technological_innovation_in_the_use_of_automation_and_AI.pdf,direct,,1,12459,85,11,0,FunkSec,,Cryptocurrency|Education|Financial Services|Government|Healthcare|Hospitality|Technology|Telecommunications,China|France|Japan|Russia|South Korea|United Kingdom|United States|Vietnam,Consumers or individuals|Developers|Employees|Executives,Actions on Objectives|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Collection|Defense Evasion|Execution|Exfiltration|Impact|Initial Access|Reconnaissance,,Business email compromise|CAPTCHA bypass|Credential harvesting|Credential theft|Data exfiltration|Deepfake impersonation|Defense evasion|Fake website or service|Obfuscation|Phishing link or attachment|Target research / OSINT,Business email compromise|Credential theft|Smishing,CAPTCHA bypass|Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Influence operations|Malware development|Obfuscation and evasion|Phishing and lure generation|Reconnaissance and target research|Translation and localization|Vulnerability research,Deepfake / synthetic media|Generative AI|Large language model|Speech or voice synthesis,OpenAI,ChatGPT,WormGPT,AkiraBot|FunkSec,Credentials and passwords|Documents and files|Source code,Browser|Email|Messaging platform|Mobile|Social media,Influence / information operations,Credential compromise|Data theft or exfiltration|Financial fraud|Ransomware or extortion|Service disruption,Controlled study|Proof of concept|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,302,274
pub-115,src-115,,Malla: Demystifying Real-world Large Language Model Integrated Malicious Services | USENIX,USENIX,usenix.org,,unknown,unknown,,empirical_or_academic,ai-cyber research or controlled study,possible_denominator,https://www.usenix.org/conference/usenixsecurity24/presentation/lin-zilong,https://www.usenix.org/conference/usenixsecurity24/presentation/lin-zilong,direct,,1,449,4,0,0,,,Education|Hospitality,,,Exploitation,,,,,,Large language model,,,,,,,,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,12,5
pub-116,src-116,,ThreatLabz 2025 AI Security Report,Zscaler ThreatLabz,zscaler.com,2025-03-20,day,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.zscaler.com/blogs/security-research/threatlabz-ai-security-report-key-findings,https://www.zscaler.com/resources/industry-reports/threatlabz-ai-security-report-2025.pdf|https://www.zscaler.com/blogs/security-research/threatlabz-ai-security-report-key-findings,direct,,1,13207,92,143,0,,,Artificial Intelligence|Financial Services|Government|Healthcare|Transportation and Logistics,Africa|Brazil|Canada|China|European Union|France|Germany|India|Japan|South Korea|United Kingdom|United States,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance,Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Privilege Escalation|Reconnaissance,,Command and control|Credential theft|Data exfiltration|Deepfake impersonation|Defense evasion|Phishing link or attachment|PowerShell execution|Prompt injection|Voice phishing / vishing,Credential theft|Vishing,Autonomous or agentic intrusion|Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Obfuscation and evasion|Phishing and lure generation|Reconnaissance and target research|Translation and localization,Agentic AI|Deepfake / synthetic media|Generative AI|Large language model|Speech or voice synthesis,Anthropic|DeepSeek|Google|Microsoft|Mistral AI|OpenAI|xAI,ChatGPT|Claude|DeepSeek|Gemini|GPT-4|Grok|Microsoft Copilot|Mistral / Mixtral,,Rhadamanthys,Credentials and passwords|Documents and files|Personally identifiable information|Source code,Browser|Email|Endpoint|Messaging platform|Mobile|Social media,,Data theft or exfiltration|Ransomware or extortion,Forecast or prediction|In-the-wild observed|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,729,225
